timestamp,elapsed_s,vram_used_mb,vram_total_mb,vram_free_mb,gpu_temp_c,gpu_power_w,gpu_util_pct,gpu_clock_mhz,gpu_pstate,cpu_pct,ram_used_gb,ram_total_gb,cpu_temp_c
2026-03-11T15:12:49.638042,261.1,7045,97887,90316,65,111.01,22,2325,P1,3.8,21.8,191.4,
2026-03-11T15:12:59.671904,271.2,7047,97887,90314,65,109.43,19,2325,P1,3.9,21.8,191.4,
2026-03-11T15:13:09.711864,281.2,7047,97887,90314,65,104.95,10,2325,P1,3.8,21.8,191.4,
2026-03-11T15:13:19.755432,291.2,7030,97887,90331,65,108.96,14,2325,P1,3.9,21.8,191.4,
2026-03-11T15:13:29.793878,301.3,7056,97887,90305,65,111.81,20,2325,P1,3.9,21.8,191.4,
2026-03-11T15:13:39.830790,311.3,7056,97887,90305,65,108.45,7,2325,P1,3.9,21.8,191.4,
2026-03-11T15:13:49.863471,321.3,7056,97887,90305,65,111.01,20,2325,P1,4.1,21.7,191.4,
2026-03-11T15:13:59.910173,331.4,7042,97887,90319,66,113.36,24,2325,P1,4.1,21.7,191.4,
2026-03-11T15:14:09.950513,341.4,7039,97887,90322,65,105.63,8,2325,P1,3.9,21.7,191.4,
2026-03-11T15:14:19.990403,351.5,7056,97887,90305,66,113.9,20,2325,P1,4.1,21.7,191.4,
2026-03-11T15:14:30.035156,361.5,7056,97887,90305,66,106.89,11,2325,P1,4.0,21.7,191.4,
2026-03-11T15:14:40.070613,371.5,7039,97887,90322,66,113.24,20,2325,P1,3.9,21.7,191.4,
2026-03-11T15:14:50.106098,381.6,7039,97887,90322,66,113.53,20,2325,P1,4.2,21.7,191.4,
2026-03-11T15:15:00.147358,391.6,7039,97887,90322,66,113.6,20,2325,P1,3.7,21.7,191.4,
2026-03-11T15:15:10.190590,401.7,7039,97887,90322,66,112.45,19,2325,P1,4.1,21.7,191.4,
2026-03-11T15:15:20.228276,411.7,7056,97887,90305,66,112.15,19,2325,P1,3.7,21.7,191.4,
2026-03-11T15:15:30.276172,421.7,7056,97887,90305,66,111.6,20,2325,P1,4.1,21.7,191.4,
2026-03-11T15:15:40.317999,431.8,7063,97887,90298,66,111.29,20,2325,P1,4.0,21.7,191.4,
2026-03-11T15:15:50.350503,441.8,7063,97887,90298,66,112.13,14,2325,P1,4.3,21.7,191.4,
2026-03-11T15:16:00.391274,451.9,7063,97887,90298,66,111.11,20,2325,P1,3.7,21.7,191.4,
2026-03-11T15:16:10.432656,461.9,7063,97887,90298,66,110.31,7,2325,P1,3.9,21.7,191.4,
2026-03-11T15:16:20.467308,471.9,7089,97887,90272,66,107.16,8,2325,P1,4.4,21.7,191.4,
2026-03-11T15:16:30.513376,482.0,7121,97887,90240,66,108.81,7,2325,P1,4.7,22.1,191.4,
2026-03-11T15:16:40.560216,492.0,7054,97887,90307,66,107.49,20,2325,P1,4.7,21.8,191.4,
2026-03-11T15:16:50.606405,502.1,7059,97887,90302,66,108.82,12,2332,P1,4.6,21.8,191.4,
2026-03-11T15:17:00.645413,512.1,7075,97887,90286,66,114.12,20,2325,P1,5.2,21.9,191.4,
2026-03-11T15:17:10.693455,522.2,7061,97887,90300,66,108.92,20,2325,P1,4.8,21.8,191.4,
2026-03-11T15:17:20.733350,532.2,7061,97887,90300,66,105.82,8,2325,P1,4.5,22.0,191.4,
2026-03-11T15:17:30.780607,542.2,7061,97887,90300,66,112.53,21,2325,P1,4.7,21.9,191.4,
2026-03-11T15:17:40.828530,552.3,7061,97887,90300,66,105.85,8,2325,P1,4.4,21.9,191.4,
2026-03-11T15:17:50.877797,562.3,7061,97887,90300,66,108.66,7,2325,P1,5.0,21.9,191.4,
2026-03-11T15:18:00.914971,572.4,7061,97887,90300,66,111.24,19,2325,P1,4.6,21.8,191.4,
2026-03-11T15:18:10.958636,582.4,7061,97887,90300,66,111.24,19,2325,P1,4.7,21.8,191.4,
2026-03-11T15:18:20.994607,592.5,7061,97887,90300,66,112.71,19,2325,P1,4.5,21.8,191.4,
2026-03-11T15:18:31.045191,602.5,7045,97887,90316,66,107.41,8,2325,P1,4.8,21.8,191.4,
2026-03-11T15:18:41.083115,612.6,7061,97887,90300,66,106.28,8,2332,P1,4.5,21.8,191.4,
2026-03-11T15:18:51.130277,622.6,7061,97887,90300,66,109.28,9,2325,P1,4.9,21.8,191.4,
2026-03-11T15:19:01.178417,632.6,7045,97887,90316,66,109.27,8,2332,P1,4.7,21.8,191.4,
2026-03-11T15:19:11.216418,642.7,7061,97887,90300,66,111.59,19,2325,P1,4.6,21.8,191.4,
2026-03-11T15:19:21.256620,652.7,7061,97887,90300,66,108.69,9,2325,P1,4.6,21.8,191.4,
2026-03-11T15:19:31.294978,662.8,7061,97887,90300,66,111.18,20,2325,P1,4.8,21.8,191.4,
2026-03-11T15:19:41.338319,672.8,7069,97887,90292,66,110.95,9,2332,P1,4.8,21.9,191.4,
2026-03-11T15:19:51.383332,682.9,7061,97887,90300,66,108.95,18,2325,P1,4.4,21.7,191.4,
2026-03-11T15:20:01.418588,692.9,7057,97887,90304,66,110.5,8,2325,P1,4.4,21.7,191.4,
2026-03-11T15:20:11.453435,702.9,7061,97887,90300,66,108.73,7,2325,P1,4.3,21.7,191.4,
2026-03-11T15:20:21.499700,713.0,7061,97887,90300,66,114.21,20,2325,P1,4.3,21.7,191.4,
2026-03-11T15:20:31.532913,723.0,7061,97887,90300,66,113.1,20,2325,P1,4.0,22.0,191.4,
2026-03-11T15:20:41.575810,733.0,7061,97887,90300,66,111.04,16,2325,P1,4.2,21.7,191.4,
2026-03-11T15:20:51.623092,743.1,7061,97887,90300,66,112.56,20,2325,P1,4.0,21.7,191.4,
2026-03-11T15:21:01.658635,753.1,7045,97887,90316,66,113.91,15,2325,P1,4.1,21.7,191.4,
2026-03-11T15:21:11.700055,763.2,7045,97887,90316,66,113.34,17,2325,P1,4.0,21.7,191.4,
2026-03-11T15:21:21.742479,773.2,7045,97887,90316,66,112.63,16,2325,P1,5.2,21.7,191.4,
2026-03-11T15:21:31.792953,783.3,7061,97887,90300,66,112.04,14,2325,P1,4.4,21.8,191.4,
2026-03-11T15:21:41.831286,793.3,7061,97887,90300,66,106.61,7,2325,P1,4.0,21.7,191.4,
2026-03-11T15:21:51.868851,803.3,7047,97887,90314,66,105.87,8,2325,P1,3.9,21.7,191.4,
2026-03-11T15:22:01.907758,813.4,7061,97887,90300,66,111.29,20,2325,P1,4.3,21.7,191.4,
2026-03-11T15:22:11.953229,823.4,7061,97887,90300,66,110.85,15,2325,P1,4.3,21.7,191.4,
2026-03-11T15:22:21.987340,833.5,6896,97887,90465,65,89.07,0,2280,P1,4.1,21.7,191.4,
2026-03-11T15:22:32.024672,843.5,6909,97887,90452,66,107.9,20,2310,P1,4.0,21.7,191.4,
2026-03-11T15:22:42.062350,853.5,6929,97887,90432,66,112.84,19,2325,P1,4.3,21.7,191.4,
2026-03-11T15:22:52.100771,863.6,6931,97887,90430,66,109.93,20,2325,P1,4.2,21.7,191.4,
2026-03-11T15:23:02.134556,873.6,6968,97887,90393,66,109.85,14,2325,P1,4.1,21.7,191.4,
2026-03-11T15:23:12.172769,883.6,6951,97887,90410,66,109.94,15,2325,P1,3.7,21.7,191.4,
2026-03-11T15:23:22.209115,893.7,6951,97887,90410,66,110.69,19,2325,P1,3.7,21.7,191.4,
2026-03-11T15:23:32.254349,903.7,6967,97887,90394,66,109.04,7,2325,P1,4.0,21.7,191.4,
2026-03-11T15:23:42.297291,913.8,6951,97887,90410,66,105.71,7,2325,P1,3.4,21.7,191.4,
2026-03-11T15:23:52.336665,923.8,6957,97887,90404,66,105.86,7,2325,P1,3.7,21.7,191.4,
2026-03-11T15:24:02.379039,933.9,6961,97887,90400,66,105.82,9,2325,P1,3.7,21.7,191.4,
2026-03-11T15:24:12.418884,943.9,6969,97887,90392,66,111.22,20,2325,P1,3.3,21.7,191.4,
2026-03-11T15:24:22.453270,953.9,6983,97887,90378,66,105.99,7,2325,P1,3.4,21.7,191.4,
2026-03-11T15:24:32.491069,964.0,6995,97887,90366,66,106.05,7,2325,P1,3.7,21.7,191.4,
2026-03-11T15:24:42.526669,974.0,7011,97887,90350,66,106.3,8,2325,P1,3.8,21.7,191.4,
2026-03-11T15:24:52.561108,984.0,7029,97887,90332,66,108.0,7,2325,P1,3.8,21.7,191.4,
2026-03-11T15:25:02.610340,994.1,7047,97887,90314,66,112.73,20,2325,P1,3.4,21.7,191.4,
2026-03-11T15:25:12.653609,1004.1,7061,97887,90300,66,106.07,7,2332,P1,3.4,21.7,191.4,
2026-03-11T15:25:22.688152,1014.2,7061,97887,90300,66,105.73,8,2325,P1,3.7,21.7,191.4,
2026-03-11T15:25:32.725260,1024.2,7061,97887,90300,66,106.06,7,2332,P1,3.7,22.0,191.4,
2026-03-11T15:25:42.761970,1034.2,7061,97887,90300,66,112.04,19,2325,P1,3.8,21.7,191.4,
2026-03-11T15:25:52.796380,1044.3,7061,97887,90300,66,108.99,20,2325,P1,3.2,21.7,191.4,
2026-03-11T15:26:02.832378,1054.3,7061,97887,90300,66,105.9,9,2325,P1,3.5,21.7,191.4,
2026-03-11T15:26:12.864047,1064.3,7061,97887,90300,66,106.14,8,2325,P1,3.6,21.7,191.4,
2026-03-11T15:26:22.902655,1074.4,7045,97887,90316,66,110.41,20,2332,P1,3.7,21.7,191.4,
2026-03-11T15:26:32.964568,1084.4,7061,97887,90300,66,113.13,21,2325,P1,3.5,21.8,191.4,
2026-03-11T15:26:43.011511,1094.5,7056,97887,90305,66,105.54,7,2332,P1,3.9,22.1,191.4,
2026-03-11T15:26:53.053022,1104.5,7063,97887,90298,66,107.54,9,2325,P1,4.4,21.8,191.4,
2026-03-11T15:27:03.096111,1114.6,7061,97887,90300,66,106.41,9,2325,P1,4.0,21.8,191.4,
2026-03-11T15:27:13.132789,1124.6,7061,97887,90300,66,114.69,20,2325,P1,4.2,21.8,191.4,
2026-03-11T15:27:23.173947,1134.6,7061,97887,90300,66,112.32,15,2325,P1,3.6,21.8,191.4,
2026-03-11T15:27:33.207757,1144.7,7061,97887,90300,66,106.3,12,2325,P1,4.0,21.8,191.4,
2026-03-11T15:27:43.249496,1154.7,7061,97887,90300,66,106.24,11,2325,P1,4.0,21.8,191.4,
2026-03-11T15:27:53.288764,1164.8,7061,97887,90300,66,106.8,8,2325,P1,4.2,21.8,191.4,
2026-03-11T15:28:03.339119,1174.8,7061,97887,90300,66,113.89,21,2325,P1,4.1,21.8,191.4,
2026-03-11T15:28:13.392236,1184.9,7061,97887,90300,66,112.82,16,2325,P1,4.1,21.8,191.4,
2026-03-11T15:28:23.429139,1194.9,7045,97887,90316,66,107.03,8,2325,P1,3.8,21.8,191.4,
2026-03-11T15:28:33.463170,1204.9,7061,97887,90300,66,108.56,8,2325,P1,4.2,21.8,191.4,
2026-03-11T15:28:43.499275,1215.0,7045,97887,90316,66,106.91,8,2325,P1,4.0,21.8,191.4,
2026-03-11T15:28:53.545588,1225.0,7061,97887,90300,66,113.43,15,2325,P1,4.3,21.9,191.4,
2026-03-11T15:29:03.582364,1235.1,7045,97887,90316,66,111.92,15,2325,P1,4.0,21.8,191.4,
2026-03-11T15:29:13.629295,1245.1,7061,97887,90300,66,106.95,9,2325,P1,3.6,21.9,191.4,
2026-03-11T15:29:23.676450,1255.1,7068,97887,90293,66,106.91,9,2325,P1,4.4,22.0,191.4,
2026-03-11T15:29:33.710793,1265.2,7069,97887,90292,66,107.34,9,2325,P1,4.1,21.9,191.4,
2026-03-11T15:29:43.750030,1275.2,7067,97887,90294,66,114.51,19,2325,P1,4.1,21.9,191.4,
2026-03-11T15:29:53.790781,1285.3,7071,97887,90290,66,116.05,19,2325,P1,3.8,21.9,191.4,
2026-03-11T15:30:03.832016,1295.3,7061,97887,90300,66,107.55,11,2325,P1,3.8,21.8,191.4,
2026-03-11T15:30:13.877972,1305.3,7081,97887,90280,66,107.35,9,2325,P1,4.2,21.8,191.4,
2026-03-11T15:30:23.909936,1315.4,7085,97887,90276,66,107.22,10,2325,P1,4.2,21.8,191.4,
2026-03-11T15:30:33.955419,1325.4,7091,97887,90270,66,114.82,13,2325,P1,4.1,22.1,191.4,
2026-03-11T15:30:43.995154,1335.5,7095,97887,90266,66,115.82,18,2325,P1,3.8,21.8,191.4,
2026-03-11T15:30:54.039194,1345.5,7099,97887,90262,66,107.52,8,2325,P1,3.8,21.8,191.4,
2026-03-11T15:31:04.073487,1355.6,7087,97887,90274,66,107.96,10,2325,P1,4.1,21.8,191.4,
2026-03-11T15:31:14.112291,1365.6,7109,97887,90252,66,108.29,9,2325,P1,4.2,21.8,191.4,
2026-03-11T15:31:24.154437,1375.6,7113,97887,90248,66,116.8,24,2325,P1,4.2,21.8,191.4,
2026-03-11T15:31:34.193377,1385.7,7119,97887,90242,66,115.4,20,2325,P1,3.8,21.9,191.4,
2026-03-11T15:31:44.236789,1395.7,7123,97887,90238,66,107.89,10,2325,P1,3.3,21.9,191.4,
2026-03-11T15:31:54.270956,1405.8,7127,97887,90234,66,108.43,7,2325,P1,3.5,21.8,191.4,
2026-03-11T15:32:04.313058,1415.8,7131,97887,90230,66,109.18,8,2325,P1,3.6,21.9,191.4,
2026-03-11T15:32:14.358884,1425.8,7137,97887,90224,67,118.29,20,2325,P1,4.1,21.9,191.4,
2026-03-11T15:32:24.402061,1435.9,7125,97887,90236,66,109.33,8,2325,P1,3.9,21.9,191.4,
2026-03-11T15:32:34.439094,1445.9,7145,97887,90216,66,107.75,10,2325,P1,3.9,21.9,191.4,
2026-03-11T15:32:44.483620,1456.0,7151,97887,90210,66,108.05,8,2332,P1,4.1,21.9,191.4,
2026-03-11T15:32:54.525905,1466.0,7139,97887,90222,66,107.96,9,2325,P1,4.1,21.8,191.4,
2026-03-11T15:33:04.570470,1476.0,7159,97887,90202,66,118.6,22,2325,P1,4.0,21.9,191.4,
2026-03-11T15:33:14.611169,1486.1,7163,97887,90198,66,108.61,7,2325,P1,3.7,21.9,191.4,
2026-03-11T15:33:24.643152,1496.1,7167,97887,90194,66,108.17,8,2325,P1,4.0,21.9,191.4,
2026-03-11T15:33:34.684149,1506.2,7173,97887,90188,66,108.61,9,2325,P1,4.0,21.9,191.4,
2026-03-11T15:33:44.722731,1516.2,7177,97887,90184,66,114.87,8,2325,P1,4.1,21.9,191.4,
2026-03-11T15:33:54.772595,1526.2,7183,97887,90178,66,117.52,15,2325,P1,3.9,21.9,191.4,
2026-03-11T15:34:04.808378,1536.3,7183,97887,90178,66,108.34,19,2325,P1,3.9,21.9,191.4,
2026-03-11T15:34:14.844295,1546.3,7185,97887,90176,66,106.79,7,2325,P1,3.6,21.9,191.4,
2026-03-11T15:34:24.888415,1556.4,7181,97887,90180,66,106.41,8,2325,P1,3.6,21.9,191.4,
2026-03-11T15:34:34.924229,1566.4,7185,97887,90176,66,111.25,14,2325,P1,3.6,21.8,191.4,
2026-03-11T15:34:44.962752,1576.4,7185,97887,90176,66,111.04,13,2325,P1,3.3,21.9,191.4,
2026-03-11T15:34:55.003130,1586.5,7185,97887,90176,66,106.49,7,2325,P1,3.4,21.8,191.4,
2026-03-11T15:35:05.045200,1596.5,7185,97887,90176,66,105.95,7,2332,P1,3.5,21.9,191.4,
2026-03-11T15:35:15.081704,1606.6,7185,97887,90176,66,105.78,8,2325,P1,3.6,21.8,191.4,
2026-03-11T15:35:25.120648,1616.6,7185,97887,90176,66,114.0,21,2325,P1,3.5,21.8,191.4,
2026-03-11T15:35:35.157785,1626.6,7191,97887,90170,66,114.08,21,2325,P1,3.3,21.9,191.4,
2026-03-11T15:35:45.199280,1636.7,7212,97887,90149,66,112.61,13,2325,P1,4.3,21.9,191.4,
2026-03-11T15:35:55.248444,1646.7,7212,97887,90149,66,112.86,19,2325,P1,4.6,21.9,191.4,
2026-03-11T15:36:05.287420,1656.8,7212,97887,90149,66,113.08,20,2325,P1,4.5,21.9,191.4,
2026-03-11T15:36:15.321354,1666.8,7212,97887,90149,66,114.01,20,2325,P1,4.3,21.9,191.4,
2026-03-11T15:36:25.356717,1676.8,7212,97887,90149,66,110.5,21,2325,P1,4.2,21.9,191.4,
2026-03-11T15:36:35.400318,1686.9,7212,97887,90149,66,107.24,7,2325,P1,3.8,21.9,191.4,
2026-03-11T15:36:45.433845,1696.9,7212,97887,90149,66,106.15,8,2325,P1,3.6,21.9,191.4,
2026-03-11T15:36:55.481699,1706.9,7212,97887,90149,66,114.36,20,2325,P1,3.9,21.9,191.4,
2026-03-11T15:37:05.527816,1717.0,7212,97887,90149,66,106.4,7,2325,P1,3.9,21.9,191.4,
2026-03-11T15:37:15.568789,1727.0,7195,97887,90166,66,113.23,20,2325,P1,3.6,21.9,191.4,
2026-03-11T15:37:25.601273,1737.1,7212,97887,90149,66,113.45,21,2325,P1,4.0,21.9,191.4,
2026-03-11T15:37:35.642957,1747.1,7195,97887,90166,66,113.39,13,2325,P1,3.9,21.9,191.4,
2026-03-11T15:37:45.681242,1757.2,7195,97887,90166,66,114.43,18,2325,P1,4.1,21.9,191.4,
2026-03-11T15:37:55.715302,1767.2,7195,97887,90166,66,111.16,13,2325,P1,3.4,21.9,191.4,
2026-03-11T15:38:05.757569,1777.2,7212,97887,90149,66,112.13,20,2325,P1,4.2,21.9,191.4,
2026-03-11T15:38:15.791478,1787.3,7212,97887,90149,66,113.44,20,2325,P1,3.7,21.9,191.4,
2026-03-11T15:38:25.839180,1797.3,7195,97887,90166,66,114.45,20,2325,P1,3.9,21.9,191.4,
